-25.132741	16.000000
-24.334876	-14.393489
-23.537012	10.153170
-22.739147	-4.766927
-21.941282	0.000000
-21.143417	2.822929
-20.345552	-3.296558
-19.547688	1.976231
-18.749823	0.000000
-17.951958	-1.495052
-17.154093	1.870868
-16.356228	-1.179736
-15.558364	0.000000
-14.760499	0.953423
-13.962634	-1.218504
-13.164769	0.780172
-12.366904	0.000000
-11.569040	-0.640884
-10.771175	0.820679
-9.973310	-0.524426
-9.175445	0.000000
-8.377580	0.423823
-7.579716	-0.534511
-6.781851	0.334437
-5.983986	0.000000
-5.186121	-0.253007
-4.388256	0.303347
-3.590392	-0.177121
-2.792527	0.000000
-1.994662	0.104889
-1.196797	-0.098491
-0.398932	0.034738
0.398932	0.000000
1.196797	0.034738
1.994662	-0.098491
2.792527	0.104889
3.590392	0.000000
4.388256	-0.177121
5.186121	0.303347
5.983986	-0.253007
6.781851	0.000000
7.579716	0.334437
8.377580	-0.534511
9.175445	0.423823
9.973310	0.000000
10.771175	-0.524426
11.569040	0.820679
12.366904	-0.640884
13.164769	0.000000
13.962634	0.780172
14.760499	-1.218504
15.558364	0.953423
16.356228	0.000000
17.154093	-1.179736
17.951958	1.870868
18.749823	-1.495052
19.547688	0.000000
20.345552	1.976231
21.143417	-3.296558
21.941282	2.822929
22.739147	0.000000
23.537012	-4.766927
24.334876	10.153170
25.132741	-14.393489
