0.7000		25639.3584
0.9263		330785.6926
1.1526		52684.5235
1.3789		258733.4290
1.6053		2842.9101
1.8316		22038.5352
2.0579		3132.5565
2.2842		46650.9031
2.5105		11470.8667
2.7368		4043.2900
2.9632		2399.9547
3.1895		1512.2346
3.4158		1046.2518
3.6421		861.1538
3.8684		726.6717
4.0947		561.9144
4.3211		488.2773
4.5474		428.2706
4.7737		387.2103
5.0000		330.0934
