-25.132741	0.000000
-24.334876	0.000000
-23.537012	0.000000
-22.739147	0.000000
-21.941282	0.000000
-21.143417	0.000000
-20.345552	0.000000
-19.547688	0.000000
-18.749823	0.000000
-17.951958	0.000000
-17.154093	0.000000
-16.356228	0.000000
-15.558364	0.000000
-14.760499	0.000000
-13.962634	0.000000
-13.164769	0.000000
-12.366904	0.000000
-11.569040	0.000000
-10.771175	0.000000
-9.973310	0.000000
-9.175445	0.000000
-8.377580	0.000000
-7.579716	0.000000
-6.781851	0.000000
-5.983986	0.000000
-5.186121	0.000000
-4.388256	0.000000
-3.590392	0.000000
-2.792527	0.000000
-1.994662	0.000000
-1.196797	0.000000
-0.398932	0.000000
0.398932	0.000000
1.196797	0.000000
1.994662	0.000000
2.792527	0.000000
3.590392	0.000000
4.388256	0.000000
5.186121	0.000000
5.983986	0.000000
6.781851	0.000000
7.579716	0.000000
8.377580	0.000000
9.175445	0.000000
9.973310	0.000000
10.771175	0.000000
11.569040	0.000000
12.366904	0.000000
13.164769	0.000000
13.962634	0.000000
14.760499	0.000000
15.558364	0.000000
16.356228	0.000000
17.154093	0.000000
17.951958	0.000000
18.749823	0.000000
19.547688	0.000000
20.345552	0.000000
21.143417	0.000000
21.941282	0.000000
22.739147	0.000000
23.537012	0.000000
24.334876	0.000000
25.132741	0.000000
