0.000000		96926400.000000
1.010101		97220800.000000
2.020202		96832400.000000
3.030303		96585600.000000
4.040404		96293600.000000
5.050505		96136000.000000
6.060606		96099600.000000
7.070707		96080000.000000
8.080808		96080000.000000
9.090909		96080000.000000
10.101010		96080800.000000
11.111111		96080000.000000
12.121212		96116800.000000
13.131313		96104800.000000
14.141414		96088000.000000
15.151515		96085600.000000
16.161616		96080000.000000
17.171717		96080000.000000
18.181818		96080000.000000
19.191919		96080000.000000
20.202020		96080000.000000
21.212121		96080000.000000
22.222222		96080000.000000
23.232323		96080800.000000
24.242424		96080400.000000
25.252525		96080000.000000
26.262626		96080000.000000
27.272727		96080000.000000
28.282828		96116800.000000
29.292929		96104800.000000
30.303030		96088000.000000
31.313131		96085600.000000
32.323232		96080000.000000
33.333333		96080000.000000
34.343434		96080000.000000
35.353535		96080000.000000
36.363636		96080000.000000
37.373737		96080000.000000
38.383838		96080000.000000
39.393939		96080000.000000
40.404040		96080800.000000
41.414141		96116800.000000
42.424242		96104800.000000
43.434343		96088000.000000
44.444444		96085600.000000
45.454545		96080000.000000
46.464646		96080000.000000
47.474747		96080000.000000
48.484848		96080000.000000
49.494949		96080000.000000
50.505051		96080000.000000
51.515152		96080000.000000
52.525253		96080000.000000
53.535354		96080800.000000
54.545455		96080000.000000
55.555556		96080000.000000
56.565657		96080400.000000
57.575758		96080000.000000
58.585859		96080000.000000
59.595960		96080000.000000
60.606061		96080000.000000
61.616162		96080000.000000
62.626263		96080000.000000
63.636364		96080000.000000
64.646465		96080400.000000
65.656566		96080000.000000
66.666667		96080000.000000
67.676768		96080000.000000
68.686869		96080000.000000
69.696970		96080800.000000
70.707071		96080000.000000
71.717172		96080000.000000
72.727273		96080000.000000
73.737374		96080000.000000
74.747475		96080000.000000
75.757576		96080000.000000
76.767677		96080000.000000
77.777778		96080000.000000
78.787879		96080000.000000
79.797980		96080000.000000
80.808081		96080000.000000
81.818182		96080000.000000
82.828283		96117200.000000
83.838384		96104800.000000
84.848485		96088000.000000
85.858586		96085600.000000
86.868687		96080000.000000
87.878788		96080000.000000
88.888889		96080000.000000
89.898990		96080000.000000
90.909091		96080000.000000
91.919192		96080000.000000
92.929293		96080000.000000
93.939394		96080000.000000
94.949495		96080800.000000
95.959596		96080000.000000
96.969697		96080000.000000
97.979798		96080000.000000
98.989899		96080000.000000
100.000000		96080000.000000
