-25.132741	0.000000
-24.334876	-0.707107
-23.537012	1.000000
-22.739147	-0.707107
-21.941282	0.000000
-21.143417	0.707107
-20.345552	-1.000000
-19.547688	0.707107
-18.749823	0.000000
-17.951958	-0.707107
-17.154093	1.000000
-16.356228	-0.707107
-15.558364	0.000000
-14.760499	0.707107
-13.962634	-1.000000
-13.164769	0.707107
-12.366904	0.000000
-11.569040	-0.707107
-10.771175	1.000000
-9.973310	-0.707107
-9.175445	0.000000
-8.377580	0.707107
-7.579716	-1.000000
-6.781851	0.707107
-5.983986	0.000000
-5.186121	-0.707107
-4.388256	1.000000
-3.590392	-0.707107
-2.792527	0.000000
-1.994662	0.707107
-1.196797	-1.000000
-0.398932	0.707107
0.398932	0.000000
1.196797	-0.707107
1.994662	1.000000
2.792527	-0.707107
3.590392	0.000000
4.388256	0.707107
5.186121	-1.000000
5.983986	0.707107
6.781851	0.000000
7.579716	-0.707107
8.377580	1.000000
9.175445	-0.707107
9.973310	0.000000
10.771175	0.707107
11.569040	-1.000000
12.366904	0.707107
13.164769	0.000000
13.962634	-0.707107
14.760499	1.000000
15.558364	-0.707107
16.356228	0.000000
17.154093	0.707107
17.951958	-1.000000
18.749823	0.707107
19.547688	0.000000
20.345552	-0.707107
21.143417	1.000000
21.941282	-0.707107
22.739147	0.000000
23.537012	0.707107
24.334876	-1.000000
25.132741	0.707107
