-0.00422886		0.00505554		0.00825359		
-0.00430605		0.00543092		-0.00234649		
0.0096349		-0.000198577		-0.012496		
0.00280177		-0.00248177		-0.0146265		
-0.000292206		-0.00753165		-0.0271919		
0.00634576		-0.0188794		-0.0130919		
0.00794993		-0.0128721		-0.00588892		
-0.00199247		-0.0137372		-0.0131486		
0.0030273		-0.0194593		-0.0107385		
-0.0124085		-0.0206363		-0.0184773		
-0.0105528		-0.00414971		-0.0112185		
-0.0119026		-0.0132988		-0.0140511		
-0.0225424		0.00566574		-0.0268542		
-0.0178365		-0.00593805		-0.000546085		
-0.0329444		-0.00997458		-0.00554881		
-0.0257868		-0.000359997		-0.0114892		
-0.0301586		0.0127732		-0.00906747		
-0.0337678		0.00728956		-0.0158337		
-0.0450142		0.0120904		-0.0293448		
-0.0408093		0.00834211		-0.0320927		
-0.0384648		0.00577042		-0.035293		
-0.0414361		-0.00919948		-0.0320473		
-0.0228684		0.00150239		-0.0212079		
-0.0137153		-0.00597549		-0.0280161		
-0.00669928		-0.00753786		-0.0247662		
-0.00509586		-0.0032136		-0.0164047		
-0.00646052		0.00415246		-0.0244993		
-0.00967755		-0.0124339		-0.0384881		
-0.0149787		-0.0127595		-0.0547357		
-0.0126332		0.0119099		-0.0498607		
-0.00115962		0.017903		-0.056871		
-0.0134645		0.0336144		-0.0586159		
-0.0166609		0.0343725		-0.0494488		
-0.0363842		0.0466206		-0.0539513		
-0.0474885		0.0474468		-0.0588902		
-0.0379836		0.0609019		-0.0601203		
-0.0332227		0.0668974		-0.0403146		
-0.0247589		0.0723493		-0.0436644		
-0.0274481		0.0540068		-0.0475103		
-0.0370002		0.0549886		-0.0485382		
-0.0290207		0.0517979		-0.045076		
-0.017744		0.0530749		-0.0361407		
-0.023576		0.0488686		-0.03689		
-0.0224718		0.0540858		-0.0412232		
-0.025265		0.0647899		-0.0546463		
-0.0355817		0.0583817		-0.0548043		
-0.0420182		0.05405		-0.0503453		
-0.0403626		0.0598819		-0.0479877		
-0.0567573		0.0600589		-0.0523353		
-0.0698535		0.0660561		-0.0423122		
-0.0574434		0.0576712		-0.0487872		
-0.0547627		0.0600887		-0.0519036		
-0.0555853		0.0501451		-0.051886		
-0.0498252		0.05503		-0.0440679		
-0.04396		0.0603411		-0.0390635		
-0.0303731		0.0501742		-0.0452783		
-0.0243238		0.0483002		-0.0532482		
-0.00639425		0.0475395		-0.0644324		
-0.0041203		0.0396564		-0.0748062		
-0.00284096		0.0370023		-0.0739729		
0.00772571		0.0403176		-0.0678623		
0.00930248		0.0456787		-0.0638127		
0.0112351		0.065542		-0.070222		
0.00927217		0.0553031		-0.0680351		
-0.00228646		0.0528492		-0.0586342		
-0.00873298		0.0476194		-0.0647233		
-0.0318977		0.0515105		-0.0633021		
-0.0243438		0.0434859		-0.0655315		
-0.0198815		0.0444821		-0.0645648		
-0.0222917		0.0552591		-0.0683943		
-0.0265294		0.0674556		-0.0641446		
-0.0147759		0.0627038		-0.0616563		
-0.0072863		0.0624236		-0.0610136		
-0.0100865		0.0723161		-0.0746045		
-0.0065194		0.0725259		-0.0768357		
-0.0106426		0.0656783		-0.0831985		
-0.0198514		0.0725382		-0.0954717		
-0.0119392		0.0734486		-0.0869269		
0.00678147		0.0864244		-0.0807012		
0.00491427		0.0799628		-0.088748		
0.017663		0.0848803		-0.0695373		
0.0274041		0.0792946		-0.0819247		
0.0244628		0.0908332		-0.0889751		
0.0405538		0.0955415		-0.109649		
0.044497		0.0998984		-0.10544		
0.0510273		0.0961126		-0.09388		
0.0413363		0.0839455		-0.0952842		
0.0416741		0.0860582		-0.0957814		
0.0599962		0.0787195		-0.0842758		
0.0635875		0.0675262		-0.0981967		
0.0631806		0.0738028		-0.0951308		
0.0677967		0.0818962		-0.0966929		
0.0656193		0.0790694		-0.090562		
0.0658141		0.0893077		-0.0947052		
0.0826179		0.0983092		-0.101939		
0.095557		0.104688		-0.102725		
0.0962049		0.09058		-0.108594		
0.0895264		0.10857		-0.107803		
0.103453		0.10607		-0.102265		
0.0991168		0.110517		-0.0973147		
0.111186		0.107421		-0.108415		
0.123648		0.112317		-0.0960613		
0.121921		0.113661		-0.100105		
0.124397		0.114228		-0.0935314		
0.121943		0.113965		-0.0864801		
0.120623		0.105876		-0.0824152		
0.122392		0.0937564		-0.0805281		
0.131521		0.0872379		-0.0858114		
0.138811		0.0998371		-0.08682		
0.140871		0.103177		-0.0787007		
0.141801		0.0898236		-0.0798683		
0.1364		0.0771984		-0.0887805		
0.134327		0.0705305		-0.0769818		
0.137043		0.0799729		-0.0613029		
0.128816		0.084328		-0.0601848		
0.136406		0.0872599		-0.0691831		
0.130958		0.0848999		-0.07327		
0.132689		0.0770778		-0.0732366		
0.135805		0.0798187		-0.076246		
0.14048		0.0701282		-0.0698616		
0.1473		0.075781		-0.0687349		
0.134512		0.0785745		-0.0801167		
0.122348		0.0808885		-0.0829913		
0.126711		0.0865848		-0.0971456		
0.124787		0.0942141		-0.0992471		
0.130344		0.0948978		-0.097505		
0.118967		0.0986628		-0.0905111		
0.117725		0.0962493		-0.0995796		
0.11646		0.083796		-0.114367		
0.12019		0.0807519		-0.125246		
0.114393		0.0827994		-0.132914		
0.111896		0.0778781		-0.135355		
0.102327		0.084963		-0.140308		
0.0926717		0.0993443		-0.146239		
0.0896268		0.0917362		-0.138099		
0.080303		0.110968		-0.125954		
0.0811046		0.108361		-0.11715		
0.0772245		0.104775		-0.117156		
0.0785452		0.097422		-0.118937		
0.0783486		0.0819592		-0.107201		
0.0928472		0.0893108		-0.097464		
0.088798		0.105038		-0.105307		
0.0874202		0.101026		-0.100734		
0.0884433		0.115909		-0.0996616		
0.0923378		0.116538		-0.0999664		
0.0962256		0.118046		-0.113001		
0.104548		0.11173		-0.118392		
0.0905729		0.134872		-0.124706		
0.0850808		0.145097		-0.134941		
0.0972202		0.145089		-0.134717		
0.0849046		0.148985		-0.141614		
0.0911224		0.150396		-0.134666		
0.0849641		0.160394		-0.14078		
0.0925967		0.159379		-0.146433		
0.0946608		0.164923		-0.137961		
0.093404		0.150689		-0.129642		
0.0900095		0.144784		-0.130806		
0.0910182		0.146735		-0.131032		
0.0894049		0.141233		-0.122656		
0.0866543		0.148312		-0.125085		
0.090764		0.142399		-0.133171		
0.0868993		0.152056		-0.125751		
0.0927477		0.161417		-0.123737		
0.0931373		0.168562		-0.119332		
0.0811335		0.188065		-0.125262		
0.069604		0.19481		-0.121689		
0.0846085		0.195722		-0.119088		
0.0867775		0.198238		-0.12046		
0.0928564		0.191944		-0.092028		
0.0880658		0.194094		-0.095982		
0.094558		0.200534		-0.0912751		
0.0955304		0.190132		-0.0943086		
0.096584		0.169322		-0.0930948		
0.0873326		0.16124		-0.0871848		
0.0785027		0.16515		-0.0840185		
0.0760944		0.172577		-0.0860368		
0.0641843		0.190398		-0.0886847		
0.0623914		0.18593		-0.0795592		
0.0571313		0.198376		-0.0885189		
0.0496949		0.196866		-0.0757058		
0.0490178		0.186881		-0.0716156		
0.0479113		0.19311		-0.0609661		
0.0420884		0.183275		-0.0674023		
0.0257479		0.183897		-0.0517736		
